# Expression Atlas									
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-GEOD-52564									
# Selected columns: 8 (all)									
# Timestamp: Fri, 08-Oct-2021 15:29:21									
Gene ID	Gene Name	astrocyte	endothelial cell	microglia	mixture	myelinating oligodendrocytes	neuron	newly formed oligodendrocytes	oligodendrocyte precursor cells
ENSMUSG00000043398	Gpr135	3	3		12	0.5	33	1	6
ENSMUSG00000043410	Hfm1				1		2		
ENSMUSG00000043411	Usp48	80	28	16	58	15	86	61	53
ENSMUSG00000043415	Otud1	100	22	113	24	1	18	6	27
ENSMUSG00000043419	Rnf227	8	4	24	84	17	180	20	38
ENSMUSG00000043421	Hilpda	23	719	220	45	16	20	29	40
ENSMUSG00000043424	Eif3j2	7	3	1	4	2	4	4	5
ENSMUSG00000043432	Leng9	35	11	8	8	3	5	3	8
ENSMUSG00000043439	Epop	42	12	39	19	18	20	18	26
ENSMUSG00000043441	Gpr149				4		37	1	8
ENSMUSG00000043445	Pgp	77	58	44	89	179	107	186	228
ENSMUSG00000043448	Gjc2	1		1	3	924	3	681	3
ENSMUSG00000043456	Zfp536				7	19	25	27	9
ENSMUSG00000043458	Pcdhb12	0.5	0.5		3		2	0.9	1
ENSMUSG00000043460	Elfn2	3	0.8	2	53	31	92	154	176
ENSMUSG00000043461	Sptssb	2			2		1		
ENSMUSG00000043463	Rab9b				19	2	29	3	9
ENSMUSG00000043467	Zbtb37	19	3	1	7	0.5	11	3	7
ENSMUSG00000043468	Adam30	0.5							
ENSMUSG00000043483	Gm6863	29	102	28	47	20	67	46	52
ENSMUSG00000043487	Acot6	5		0.9	4	6	3	6	4
ENSMUSG00000043488	Frmd8os	1		2					
ENSMUSG00000043496	Tril	626	6	2	112	9	28	67	175
ENSMUSG00000043501	Lgals2	3	4	0.9	0.9	8		6	3
ENSMUSG00000043505	Gimap5		35	4	3				
ENSMUSG00000043510	Hscb	20	47	27	18	19	13	27	28
ENSMUSG00000043518	Rai2	0.6	0.6		7		24	2	9
ENSMUSG00000043531	Sorcs1	5			24	16	11	48	53
ENSMUSG00000043535	Setx	36	39	2	33	5	34	15	19
ENSMUSG00000043541	Casc1	0.7	0.8		1				
ENSMUSG00000043542	Zc2hc1a	20	10	1	53	6	66	12	19
ENSMUSG00000043549	Fam90a1b						1		
ENSMUSG00000043556	Fbxl7	6	13		5		12	1	3
ENSMUSG00000043557	Mdga1	7	0.5	1	28		22	0.7	4
ENSMUSG00000043572	Pars2	5	1	2	4	2	4	3	5
ENSMUSG00000043587	Pxylp1	4			8	0.5	12	4	13
ENSMUSG00000043592	Unc5cl			1	0.5				
ENSMUSG00000043602	Zfp3	19	10	2	12	3	9	7	12
ENSMUSG00000043614	Vps37d	24	3	4	40	10	96	41	63
ENSMUSG00000043618	Eif5al3-ps	0.7	2	1	0.7	2	3		3
ENSMUSG00000043621	Ubxn10	0.9	2		3		0.6		1
ENSMUSG00000043629	1700019D03Rik	1			3	1	2	2	9
ENSMUSG00000043631	Ecm2	2	23		5		1		
ENSMUSG00000043633	Fam221b	0.7	0.8		0.6		1		
ENSMUSG00000043635	Adamts3	27			17		10	3	9
ENSMUSG00000043639	Rbm20	25	7		5		2	4	6
ENSMUSG00000043644	0610009L18Rik	15	4	7	14	13	14	24	30
ENSMUSG00000043648	Pld6	2			4	5	6	4	4
ENSMUSG00000043659	Npsr1					4	0.7	2	1
ENSMUSG00000043661	Gm9785	1			0.8		2		2
ENSMUSG00000043664	Tmem221			4					
ENSMUSG00000043668	Tox3	31	13		31	3	54	31	79
ENSMUSG00000043670	Diras1	0.8	0.6	9	76	114	201	49	21
ENSMUSG00000043671	Dpy19l3	72	5	5	26	3	24	25	46
ENSMUSG00000043673	Kcns3	0.9			3		2		2
ENSMUSG00000043683	Fem1a	24	18	30	38	22	45	28	44
ENSMUSG00000043687	1190005I06Rik	2			1	2	2		0.5
ENSMUSG00000043702	Pde12	16	16	2	14	4	16	8	10
ENSMUSG00000043716	Rpl7	168	1183	486	357	381	341	391	414
ENSMUSG00000043719	Col6a6		1		0.7				
ENSMUSG00000043733	Ptpn11	79	108	44	115	192	79	289	86
ENSMUSG00000043740	B430306N03Rik			3					
ENSMUSG00000043747	1520401A03Rik							0.6	
ENSMUSG00000043753	Dmrta1	0.9			6	0.9	2	5	20
ENSMUSG00000043773	1700048O20Rik	9	3	0.8	10	0.9	14	6	12
ENSMUSG00000043782	Bicdl2		3	2					
ENSMUSG00000043789	Vwce	0.7			0.7		4		1
ENSMUSG00000043794	D830025C05Rik			0.5					
ENSMUSG00000043795	Prr33	2		1	1		0.6		
ENSMUSG00000043801	Oaz1-ps	2	3	2	2	0.6	4	2	4
ENSMUSG00000043807	Ly6g5b	5	0.6	2	4		8	3	4
ENSMUSG00000043811	Rtn4r	6		7	52	6	57	5	13
ENSMUSG00000043822	Adamtsl5	1	0.5		0.8				2
ENSMUSG00000043831	Lysmd4	15	5	2	19	7	23	10	14
ENSMUSG00000043832	Clec4a3			36	3		0.5	0.7	6
ENSMUSG00000043833	2900005J15Rik	16			3		0.6		1
ENSMUSG00000043843	Tmem145	9		4	111	3	179	25	67
ENSMUSG00000043850	Clrn1				0.6	0.6	3		
ENSMUSG00000043857	Mgat5b	1		3	96	5	153	61	132
ENSMUSG00000043866	Taf10	16	46	29	30	37	21	33	23
ENSMUSG00000043870	Gm5809	0.6							
ENSMUSG00000043872	Zmym1	6	3	1	5	0.5	9	4	7
ENSMUSG00000043873	Chil5		2		0.9				0.5
ENSMUSG00000043881	Kbtbd7	20	15	3	23	3	27	9	27
ENSMUSG00000043885	Slc36a4	26	40	18	46	7	85	24	27
ENSMUSG00000043889	Gm8399	18	13	16	11	6	19	11	13
ENSMUSG00000043895	S1pr2	4	1	11	3	0.5	1	4	18
ENSMUSG00000043897	Vmn2r2						3		
ENSMUSG00000043903	Zfp469	1	1		10		2	21	48
ENSMUSG00000043909	Trp53bp1	48	11	7	38	5	73	19	35
ENSMUSG00000043913	Ccdc60	2			2				
ENSMUSG00000043923	Ccdc84	43	6	7	15	4	22	10	15
ENSMUSG00000043924	Ncmap		1		1	3	4	12	10
ENSMUSG00000043929	Klhl15	7	3	1	4	2	15	6	7
ENSMUSG00000043939	A530064D06Rik			0.5					
ENSMUSG00000043940	Wdfy3	56	19	16	50	20	58	47	53
ENSMUSG00000043943	Naalad2	2	11	1	5		1		1
ENSMUSG00000043953	Ccrl2	6	103	2903	67	4	2	6	59
ENSMUSG00000043962	Thrap3	85	40	17	46	16	62	38	45
ENSMUSG00000043964	Orai3	29	40	96	29	18	18	22	36
ENSMUSG00000043969	Emx2	83		0.5	23	1	149	2	11
ENSMUSG00000043972	Opn5	1							
ENSMUSG00000043986	Spata31d1d						0.9		
ENSMUSG00000043987	Cep164	21	4	5	13	3	11	6	10
ENSMUSG00000043991	Pura	55	12	4	39	11	79	30	48
ENSMUSG00000043993	2900052L18Rik	16	0.7	0.6	6	7	7	14	11
ENSMUSG00000043998	Mgat2	49	96	24	50	21	73	32	43
ENSMUSG00000043999	Gpr75	4	0.7		6	2	12	6	17
ENSMUSG00000044005	Gls2	2	0.9	2	6	3	7	4	10
ENSMUSG00000044006	Cilp2	0.5	0.6	9	4		4	0.8	3
ENSMUSG00000044014	Npy5r				2		1		0.9
ENSMUSG00000044018	Mrpl50	46	35	7	57	11	67	30	53
ENSMUSG00000044022	Pcdhb21	2	3		4	0.6	5	4	8
ENSMUSG00000044024	Rell2	2	1	4	23	7	30	2	5
ENSMUSG00000044026	Slc35g1	3		1	4	2	3	12	12
ENSMUSG00000044030	Irf2bp1	44	37	49	52	44	109	76	117
ENSMUSG00000044033	Ccdc141	107	190		36		3		2
ENSMUSG00000044034	Npb	2	0.9		2	32	18	23	1
ENSMUSG00000044037	Als2cl	129	28	4	21	0.9	3	7	25
ENSMUSG00000044042	Fmn1			3	2	0.7	22	0.9	1
ENSMUSG00000044043	Pcdhb14	3	4		4	0.9	4	4	7
ENSMUSG00000044052	Ccr10	1	2	0.7	1		0.7	0.5	0.8
ENSMUSG00000044055	Otos		1				2	0.5	2
ENSMUSG00000044056	Efcab9	2	0.6	0.6	2	1	1	2	2
ENSMUSG00000044058	Mthfr-ps1	1			0.5				
ENSMUSG00000044066	Cep68	42	52	23	37	12	23	33	49
ENSMUSG00000044067	Gpr22				9		18		1
ENSMUSG00000044068	Zrsr1	23	22	2	19	19	38	24	16
ENSMUSG00000044071	Tafa2				53	0.7	54	12	61
ENSMUSG00000044072	Eml6	5	4	0.6	10	3	15	9	10
ENSMUSG00000044080	S100a1	311	134	78	314	356	45	1662	2102
ENSMUSG00000044081	Zfp85os						1		0.5
ENSMUSG00000044083	Efcab8	0.7						0.5	
ENSMUSG00000044086	Lmod3				0.9				
ENSMUSG00000044092	C130050O18Rik			6			0.7		0.6
ENSMUSG00000044098	Rsbn1	16	12	3	11	1	29	7	13
ENSMUSG00000044117	Bmerb1	11	3	12	205	76	317	148	213
ENSMUSG00000044122	Proca1	31	3	0.6	8	2	5	3	7
ENSMUSG00000044125	9530080O11Rik				1		5	0.5	0.6
ENSMUSG00000044134	Pheta1	24	13	37	25	13	30	24	37
ENSMUSG00000044139	Prss53						0.7	1	
ENSMUSG00000044141	E130201H02Rik	1			3	2	1	2	3
ENSMUSG00000044145	1810024B03Rik	2	1	2	1	1	0.5	2	2
ENSMUSG00000044147	Arf6	147	473	304	103	70	164	110	109
ENSMUSG00000044148	1810030O07Rik	46	37	28	38	15	41	37	53
ENSMUSG00000044149	Nkrf	17	10	3	24	3	35	9	23
ENSMUSG00000044150	Bclaf3	30	12	0.6	17	1	33	5	15
ENSMUSG00000044155	Lsm8	17	26	5	20	11	22	17	25
ENSMUSG00000044164	Rnf182	46			23	1	25	5	24
ENSMUSG00000044165	Bcl2l15	2			2		3	0.7	0.7
ENSMUSG00000044167	Foxo1	48	32	6	18	4	9	4	7
ENSMUSG00000044172	Ptx4				0.6				
ENSMUSG00000044176	Spink10				2		2		
ENSMUSG00000044177	Wfikkn2	1			2	1	2		
ENSMUSG00000044197	Gpr146	51	59	44	12	10	15	36	15
ENSMUSG00000044199	S1pr4		9	28	1				0.5
ENSMUSG00000044201	Cdc25c	4	2		6		2	1	10
ENSMUSG00000044211	Gm7887	15	8	1	12	13	17	14	16
ENSMUSG00000044216	Kcnj4		1	6	43	8	9	4	9
ENSMUSG00000044217	Aqp5				1		1		2
ENSMUSG00000044221	Grsf1	70	79	31	69	22	170	70	69
ENSMUSG00000044224	Dnajc21	18	13	3	12	4	13	8	10
ENSMUSG00000044229	Nxpe4	56			28	5	7	13	14
ENSMUSG00000044231	Nhlrc1	31	1	14	17	16	26	15	32
ENSMUSG00000044243	Bhlha9				2	0.8	0.9	1	0.5
ENSMUSG00000044244	Il20rb	3	6	2	3		2	1	1
ENSMUSG00000044250	Pced1b	20	8	6	9	0.6	12	3	6
ENSMUSG00000044252	Osbpl1a	66	31	11	89	188	33	230	40
ENSMUSG00000044254	Pcsk9	11			6		3		1
ENSMUSG00000044258	Ctla2a	5	976	2	80	0.8	4		3
ENSMUSG00000044265	Olfm5		4						
ENSMUSG00000044268	Gm4895						0.5		
ENSMUSG00000044276	4933427E11Rik								0.5
ENSMUSG00000044279	Crb3	8			2	0.6	4	3	2
ENSMUSG00000044285	Gm1821	155	134	359	194	243	258	278	340
ENSMUSG00000044287	Nrn1l					0.9			0.5
ENSMUSG00000044288	Cnr1	47	0.5		72	0.7	256	1	9
ENSMUSG00000044296	Zfp879	9	0.5		3	1	4	1	3
ENSMUSG00000044303	Cdkn2a		4	1	0.5				2
ENSMUSG00000044308	Ubr3	91	35	6	69	17	104	54	47
ENSMUSG00000044313	Mab21l3			0.5			3		
ENSMUSG00000044317	Gpr4	4	103	16	19		4		4
ENSMUSG00000044320	1700001O22Rik	10	1	0.6	4	2	2	2	11
ENSMUSG00000044322	Dsc1						0.6		
ENSMUSG00000044328	Trp53i13	35	25	25	13	7	8	4	13
ENSMUSG00000044330	Gm9790			0.5				0.7	
ENSMUSG00000044337	Ackr3	7	117	2	21	2	5	19	96
ENSMUSG00000044338	Aplnr	2	331	2	50		1		0.5
ENSMUSG00000044339	Alkbh2	10	22	8	9	3	10	3	6
ENSMUSG00000044340	Phlpp1	175	20	7	64	123	46	148	116
ENSMUSG00000044345	Marveld1	9	18	8	13	8	7	26	26
ENSMUSG00000044348	Slc25a53	19	5	1	9	4	9	8	11
ENSMUSG00000044349	Snhg11	3	1	13	235	4	1904	2	8
ENSMUSG00000044350	Lacc1	32	4	56	25	2	3	4	11
ENSMUSG00000044352	Sowaha	3	0.7	2	32	9	11	33	63
ENSMUSG00000044361	BC024139	1			22	2	6	0.9	
ENSMUSG00000044362	Ccdc89	2	0.6		2	5	1	4	3
ENSMUSG00000044364	Tmem74b	4			9		13	0.5	5
ENSMUSG00000044365	Cxxc4	5	3		11		23	3	7
ENSMUSG00000044367	Slc16a13	13	80	18	27	5	9	18	29
ENSMUSG00000044377	Gm13080				0.7			0.5	
ENSMUSG00000044387	2410080I02Rik	1			0.6		0.5	1	0.5
ENSMUSG00000044390	Tigd3	4	3	0.8	5	1	9	2	7
ENSMUSG00000044393	Dsg2				1		0.7		
ENSMUSG00000044408	Sptssa	111	338	40	145	170	98	197	178
ENSMUSG00000044424	Gm9493		6	2	1	1	2	2	
ENSMUSG00000044429	Cryga				0.7				
ENSMUSG00000044433	Camsap3	4		0.6	28	2	49	9	18
ENSMUSG00000044434	Gm9791	3	8	3	5	42	12	33	6
ENSMUSG00000044442	N6amt1	7	8	1	8	3	8	6	9
ENSMUSG00000044447	Dock5	1	3		3	14	1	6	0.6
ENSMUSG00000044452	Zfp507	22	7		9	3	8	9	9
ENSMUSG00000044456	Rin3	0.5	24	69	4				4
ENSMUSG00000044461	Shisa2	3	0.5		4	0.6	7	3	5
ENSMUSG00000044465	Fam160a2	27	7	7	17	3	27	9	16
ENSMUSG00000044468	Tent5c	11	6	216	6	2	5	4	33
ENSMUSG00000044469	Tnfaip8l1	1	34	1	6		2	2	5
ENSMUSG00000044471	Lncpint			0.9			6		0.6
ENSMUSG00000044475	Ascc1	15	46	76	28	26	47	24	31
ENSMUSG00000044477	Zfand3	73	86	97	74	66	60	109	112
ENSMUSG00000044496	2510039O18Rik	60	71	190	48	58	51	94	78
ENSMUSG00000044499	Hs3st5				9		36		1
ENSMUSG00000044501	Zfp758	8	13	0.6	6	2	6	4	6
ENSMUSG00000044502	Bod1	79	83	25	127	108	174	110	138
ENSMUSG00000044505	Lingo4	6			3		0.9	1	4
ENSMUSG00000044519	Zfp488				14	17	1	82	53
ENSMUSG00000044522	A730020M07Rik	3							2
ENSMUSG00000044528	Tram1l1	16	0.5		28	13	45	24	40
ENSMUSG00000044533	Rps2	46	124	73	90	52	70	61	60
ENSMUSG00000044534	Ackr2	1	102		10	0.6	1		
ENSMUSG00000044542	Prop1		2						
ENSMUSG00000044548	Dact1	6	3	1	19	8	232	20	25
ENSMUSG00000044550	Tceal3	12	1	1	33	17	44	48	82
ENSMUSG00000044551	9930012K11Rik	1	15	1	4	13	1	6	3
ENSMUSG00000044556	Tex38						1		
ENSMUSG00000044562	Rasip1	5	297	1	36	0.9	21	2	5
ENSMUSG00000044566	Cage1	2	2		2	0.5	4	0.8	1
ENSMUSG00000044573	Acp1	12	11	2	15	8	18	14	19
ENSMUSG00000044574	5031434C07Rik							0.8	
ENSMUSG00000044576	Garem2	233		2	43	30	30	85	30
ENSMUSG00000044583	Tlr7			207	16	1		0.8	33
ENSMUSG00000044595	Dnd1	2	0.5	0.9	2	0.7	2	2	2
ENSMUSG00000044600	Smim7	85	137	88	108	111	154	143	146
ENSMUSG00000044609	Gm9294		0.9	0.7			0.9	0.6	
ENSMUSG00000044617	Zbtb39	20	11	11	10	8	16	24	20
ENSMUSG00000044626	Liph			17	1		0.5		1
ENSMUSG00000044627	Swi5	39	47	26	61	58	76	72	57
ENSMUSG00000044628	Rnf208	14	1	16	81	101	163	124	101
ENSMUSG00000044629	Cnrip1	20	4	8	67	5	110	12	37
ENSMUSG00000044633	B530045E10Rik		0.6						
ENSMUSG00000044636	Csrnp2	36	7	5	28	11	116	41	29
ENSMUSG00000044641	Pard6b	7			5		5	4	1
ENSMUSG00000044645	Gm7334		0.7				0.8		
ENSMUSG00000044646	Zbtb7c	5			4		4	1	6
ENSMUSG00000044647	Csrnp3				24	2	25	4	13
ENSMUSG00000044667	Plppr4	2	0.6	2	79	2	147	7	37
ENSMUSG00000044674	Fzd1	71	22	0.5	21	3	17	15	49
ENSMUSG00000044676	Zfp612	24			13	2	23	10	20
ENSMUSG00000044678	Ly6k			0.9					
ENSMUSG00000044681	Cnpy1						0.5		
ENSMUSG00000044689	Gm13749				0.8		1		
ENSMUSG00000044694	2010007H06Rik	1							
ENSMUSG00000044697	Gm5479					2			
ENSMUSG00000044700	Tmem201	46	7	19	29	18	43	30	33
ENSMUSG00000044701	Il27			13					
ENSMUSG00000044702	Palb2	3	0.7		2		1	0.5	2
ENSMUSG00000044707	Ccnjl	19	29		11	10	2	17	4
ENSMUSG00000044708	Kcnj10	1083	2	8	248	272	49	522	418
ENSMUSG00000044709	Gemin7	23	59	37	34	26	43	29	39
ENSMUSG00000044712	Slc38a6	12	4	2	6	1	6	5	6
ENSMUSG00000044715	Gskip	12	14	7	11	14	11	13	14
ENSMUSG00000044716	Dok7	13	2	0.6	8	10	9	7	14
ENSMUSG00000044724	Gpr152						0.6		
ENSMUSG00000044730	9930104L06Rik	10	4	2	7	6	9	9	7
ENSMUSG00000044734	Serpinb1a	2	4		1	9	2	2	
ENSMUSG00000044749	Abca6	0.5			2	0.5	0.6	3	17
ENSMUSG00000044751	Atp5pb-ps	10	15	2	14	8	26	18	16
ENSMUSG00000044757	Gm6430						0.8		
ENSMUSG00000044763	Trmt10c	30	43	4	20	4	35	16	27
ENSMUSG00000044768	D1Ertd622e	3	2	2	3	6	3	6	3
ENSMUSG00000044770	Scml4	5		2	4		8		
ENSMUSG00000044772	Sntn				1				
ENSMUSG00000044783	Hjurp	27	10	7	20	2	13	9	30
ENSMUSG00000044786	Zfp36	483	727	4567	259	39	51	25	188
ENSMUSG00000044787	Spata32				2		3		0.5
ENSMUSG00000044788	Fads6	28		4	9	26	14	17	27
ENSMUSG00000044791	Setd2	69	51	7	45	5	52	35	43
ENSMUSG00000044792	Isca1	11	10	4	10	4	21	7	9
ENSMUSG00000044795	Cyb5d1	23	21	6	19	11	21	22	18
ENSMUSG00000044807	Zfp354c	69	5	0.9	43	3	60	22	41
ENSMUSG00000044811	Cd300c2	0.5		783	11	6	0.6	3	46
ENSMUSG00000044813	Shb	1	34	98	12	18	31	27	8
ENSMUSG00000044816	D630023F18Rik	0.6			4		6	1	4
ENSMUSG00000044820	AY074887	1					2		
ENSMUSG00000044827	Tlr1	0.8		16	3				1
ENSMUSG00000044835	Ankrd45	11		0.5	42	1	47	1	6
ENSMUSG00000044847	Lsm11	11	4	9	117	5	43	8	12
ENSMUSG00000044854	1700056E22Rik	3	2	0.9	1	2		2	2
ENSMUSG00000044857	Lemd2	67	42	88	42	38	46	52	57
ENSMUSG00000044860	Gm1123		3						
ENSMUSG00000044864	Ankrd50	22	20	5	29	5	71	19	27
ENSMUSG00000044867	Gimap1os		0.9						
ENSMUSG00000044876	Zfp444	8	9	10	17	10	34	13	20
ENSMUSG00000044881	Coa4	3	4	8	3	5	2	4	4
ENSMUSG00000044894	Uqcrq	76	150	77	147	143	91	121	92
ENSMUSG00000044906	4930503L19Rik	32	41	0.6	19	3	15	14	24
ENSMUSG00000044912	Syt16	0.8		0.5	36	2	27	8	33
ENSMUSG00000044916	1700029I15Rik	23	0.9	4	10	10	20	19	10
ENSMUSG00000044921	Rassf9	0.5	62		8				
ENSMUSG00000044927	H1f10	24	17	5	50	41	73	18	52
ENSMUSG00000044933	Sstr3			0.5	6	1	1	1	3
ENSMUSG00000044934	Zfp367	14	10	0.7	10	2	5	6	17
ENSMUSG00000044937	Ttc41	8	2	0.6	3	1	2	6	5
ENSMUSG00000044948	Cfap43	3	2		4	0.8		1	1
ENSMUSG00000044949	Ubtd2	74	51	7	62	8	77	34	54
ENSMUSG00000044950	Pwwp2a	22	14	11	19	4	23	14	20
ENSMUSG00000044951	Mylk4				0.6				
ENSMUSG00000044952	Kctd21	16	2	14	10	29	5	19	20
ENSMUSG00000044957	Pp2d1	0.6					0.7		
ENSMUSG00000044966	Fbxo48	2			2		1		4
ENSMUSG00000044968	Napepld	6	11	0.8	5	11	3	7	4
ENSMUSG00000044982	Sft2d3	13	14	2	11	17	12	28	14
ENSMUSG00000044986	Tst	156	2	3	47	18	9	5	14
ENSMUSG00000044991	Shld1	23	89	12	12	7	13	10	19
ENSMUSG00000045005	Fzd5	13	3	5	3	3	2	9	2
ENSMUSG00000045007	Tubg2	1	2	9	52	20	69	17	26
ENSMUSG00000045008	9030612E09Rik	6	3	0.5	3	1	2	2	2
ENSMUSG00000045009	Prrt3	0.8	1	1	12	2	14	3	10
ENSMUSG00000045010	Gm4779		2						
ENSMUSG00000045027	Prss22						0.6		
ENSMUSG00000045031	Cetn4	0.7	0.8		2		2		2
ENSMUSG00000045034	Ankrd34b				4		11	2	7
ENSMUSG00000045036	Tmem232	0.6			2				
ENSMUSG00000045038	Prkce	10	20	5	110	6	93	8	23
ENSMUSG00000045039	Megf8	52	16	31	58	29	103	50	58
ENSMUSG00000045045	Lrfn4	100	14	4	82	12	103	43	69
ENSMUSG00000045048	Gm9795	0.8	0.9			0.8			
ENSMUSG00000045052	Prlhr						11		
ENSMUSG00000045053	Kcng3						3		
ENSMUSG00000045055	Rpsa-ps2		5	0.8	1	2	0.7	1	0.8
ENSMUSG00000045062	Pcdhb7	4	9		11	1	11	7	14
ENSMUSG00000045064	Zc2hc1c	4	1		2		6	1	3
ENSMUSG00000045071	E130308A19Rik	6	1	2	7	12	7	29	15
ENSMUSG00000045075	Gm9796		0.8	2					
ENSMUSG00000045078	Rnf216	39	35	24	29	11	34	24	53
ENSMUSG00000045083	Lingo2				8	3	29	7	4
ENSMUSG00000045087	S1pr5			1	4	334	1	193	3
ENSMUSG00000045091	Aqp12						3	1	
ENSMUSG00000045092	S1pr1	1644	652	22	271	24	53	9	172
ENSMUSG00000045094	Arhgef37		1		1	4	0.8	2	
ENSMUSG00000045095	Magi1	91	20	3	42	11	54	19	40
ENSMUSG00000045098	Kmt5b	41	21	5	25	4	33	20	27
ENSMUSG00000045100	Slc25a26	8	5	5	7	6	9	9	10
ENSMUSG00000045102	Poln	2	0.5		0.7				
ENSMUSG00000045103	Dmd	35	2		12		5	4	13
ENSMUSG00000045104	Gm5514	0.9	2				0.6		0.7
ENSMUSG00000045106	Ccdc73	4	2	0.9	5	2	13	4	4
ENSMUSG00000045107	Saysd1	9	28	18	11	8	6	5	11
ENSMUSG00000045114	Prrt2	1			1		1		
ENSMUSG00000045128	Rpl18a	99	801	819	296	295	244	273	339
ENSMUSG00000045136	Tubb2b	927	40	32	1293	112	1957	728	490
ENSMUSG00000045140	Pigw	5	5	2	7	2	5	3	3
ENSMUSG00000045160	Bola3	14	17	3	9	16	8	13	14
ENSMUSG00000045165	AI467606	1	35	38	4	0.6	0.8		4
ENSMUSG00000045174	Amer3			0.6	20	0.8	24		2
ENSMUSG00000045176	Borcs6	29	26	50	23	30	33	19	26
ENSMUSG00000045179	Sox3	21			12	1	3	23	70
ENSMUSG00000045180	Shroom2	61	57	0.7	59	58	44	85	25
ENSMUSG00000045193	Cirbp	148	59	42	130	50	251	82	118
ENSMUSG00000045201	Lrrc3b				11		20		
ENSMUSG00000045205	Dpy19l4	50	55	7	24	8	23	30	37
ENSMUSG00000045210	Vcpip1	32	14	2	22	3	32	14	24
ENSMUSG00000045211	Nudt18	12	6	15	14	21	14	23	13
ENSMUSG00000045215	Asxl3				8	2	9	5	5
ENSMUSG00000045216	Hs6st1	51	11	119	47	21	64	26	38
ENSMUSG00000045231	BC106179		0.7			0.6			0.6
ENSMUSG00000045232	Rln3			0.5			0.5		
ENSMUSG00000045237	1110012L19Rik	33	56	12	33	33	39	35	37
ENSMUSG00000045238	A730035I17Rik				1		0.5		
ENSMUSG00000045246	Kcng4	10		1	1	2	0.9		5
ENSMUSG00000045248	Med26	25	10	12	10	8	31	23	24
ENSMUSG00000045251	Zfp688	9	5	7	5	12	6	11	11
ENSMUSG00000045252	Zfp574	33	8	12	24	11	50	21	35
ENSMUSG00000045257	Morn2	24	14	11	31	27	38	21	44
ENSMUSG00000045259	Klhdc9	4			3	0.7	5	0.7	2
ENSMUSG00000045268	Zfp691	8	9	88	7	5	3	7	17
ENSMUSG00000045273	Cenph	8	6		9		4	2	13
ENSMUSG00000045275	Lca5l	1		1	2		2	0.6	2
ENSMUSG00000045281	Gpr20		0.5		0.6				
ENSMUSG00000045282	Tmem86b	58	8	23	25	9	35	29	27
ENSMUSG00000045284	Dcaf12l1	4	0.8	0.9	22	2	20	22	94
ENSMUSG00000045287	Rtn4rl1	0.5	3	133	31	2	8	0.5	10
ENSMUSG00000045294	Insig1	1034	67	132	218	165	276	346	262
ENSMUSG00000045302	Preb	112	33	38	42	30	51	52	59
ENSMUSG00000045312	Lhfpl2	59	144	59	39	8	55	120	68
ENSMUSG00000045314	Sowahb	0.8			0.6		2		
ENSMUSG00000045316	Fahd1	26	10	2	21	15	17	22	20
ENSMUSG00000045318	Adra2c			0.7	4	0.5	8	0.7	2
ENSMUSG00000045319	Proser2	0.7	35	0.6	2			1	1
ENSMUSG00000045322	Tlr9			265	6	1	0.5		12
ENSMUSG00000045326	Fndc7			2					
ENSMUSG00000045327	6330549D23Rik	0.9	1	0.5	0.7		0.8		
ENSMUSG00000045328	Cenpe	9	5		13		2	1	9
ENSMUSG00000045333	Zfp423	30	21		19	1	7	3	12
ENSMUSG00000045348	Nyap1	7	0.5	3	80	5	144	2	8
ENSMUSG00000045349	Sh2d5	14		4	20	3	21	2	4
ENSMUSG00000045362	Tnfrsf26	0.9	0.7				1	0.5	0.7
ENSMUSG00000045374	Wdr81	36	6	155	18	15	13	26	27
ENSMUSG00000045377	Tmem88	21	90	10	14		2	2	1
ENSMUSG00000045378	Pxt1						0.6		
ENSMUSG00000045382	Cxcr4	22	230	24	34	7	183	4	18
ENSMUSG00000045391	1700120B22Rik		0.5					1	
ENSMUSG00000045394	Epcam				5	3	0.8	55	0.6
ENSMUSG00000045404	Kcnk13	1		121	4	96	2	23	8
ENSMUSG00000045409	Trim39	42	11	5	19	6	32	13	17
ENSMUSG00000045410	Akr1e1	23	11	3	17	11	16	20	27
ENSMUSG00000045411	2410002F23Rik	33	12	25	41	17	73	43	50
ENSMUSG00000045414	Dipk2a	24	9	4	25	19	105	56	42
ENSMUSG00000045427	Hnrnph2	50	39	12	49	16	61	35	51
ENSMUSG00000045435	Tmem60	15	8	5	12	17	11	14	16
ENSMUSG00000045438	Cox19	34	19	17	35	26	58	23	25
ENSMUSG00000045440	Insm2				0.8		15		
ENSMUSG00000045441	Gprin3				4		15		0.6
ENSMUSG00000045455	Gm9797						0.5		
ENSMUSG00000045464	2810002D19Rik	3	7	2	4	1	7	5	6
ENSMUSG00000045466	Zfp956	50	4	9	30	9	35	31	34
ENSMUSG00000045467	Ttll13	0.7	0.9	1	1		1		
ENSMUSG00000045471	Hcrt							0.5	1
ENSMUSG00000045482	Trrap	61	15	11	35	9	39	24	29
ENSMUSG00000045498	Pcdhb3	3	3		7	1	11	6	13
ENSMUSG00000045502	Hcar2			71	0.5				1
ENSMUSG00000045503	Sys1	20	19	23	20	48	19	40	26
ENSMUSG00000045506	A930002H24Rik	0.6	2	1	0.6			2	1
ENSMUSG00000045509	Gpr150			0.6	2		2		1
